,1748,42334,252422
107445154,1609,42239,252670
107445856,1725,42413,252249
107446557,1771,42419,252244
107447258,1710,42238,252604
107447961,1721,42276,252714
107448662,1759,42393,252432
107449363,1738,42361,252390
107450066,1810,42270,252297
107450769,1674,42239,252595
107451470,1949,42217,252348
107452172,1798,42487,252550
107452875,1748,42382,252504
107453577,1628,42221,252264
107454278,1796,42340,252269
107454980,1635,42188,252535
107455681,1717,42342,252418
107456382,1653,42445,252342
107457084,1805,42345,252526
107457786,1842,42417,252376
107458488,1772,42175,252599
107459191,1702,42345,252231
107459893,1811,42294,252617
107460594,1701,42400,252416
107461296,1752,42418,252363
107461999,1784,41999,252424
107462700,1767,42450,252646
107463401,1799,42337,252794
107464104,1837,42476,252316
107464807,1838,42296,252599
107465508,1986,42333,252511
107466210,1818,42443,252263
107466913,1628,42126,252417
107467615,1779,42303,252534
107468316,1891,42302,252345
107469018,1695,42276,252559
107469720,1702,42336,252614
107470422,1679,42302,252345
107471125,1668,42325,252451
107471827,1670,42294,252472
107472528,1733,42433,252755
107473230,1809,42472,252354
107473933,1866,42545,252588
107474634,1734,42432,252363
107475335,1739,42498,252705
107476038,1545,42266,252546
107476741,1805,42282,252433
107477442,1849,42325,252363
107478145,1775,42439,252653
107478848,1951,42312,252351
107479550,1738,42392,252214
107480251,1666,42499,252546
107480954,1781,42194,252293
107481656,1684,42319,252347
107482357,1778,42453,252407
107483059,1771,42373,252617
107483762,1617,42346,252387
107484463,1722,42346,252818
107485165,1555,42357,252494
107485868,1766,42231,252529
107486570,1779,42450,252543
107487271,1817,42460,252249
107487974,1970,42140,252881
107488676,1760,42405,252626
107489377,1670,42297,252564
107490079,1634,42411,252529
107490782,1883,42347,252586
107491483,1846,42357,252270
107492185,1806,42357,252345
107492888,1697,42374,252652
107493590,1938,42237,252592
107494291,1403,42317,252479
107494993,1689,42392,252209
107495695,1807,42347,252547
107496396,1781,42368,252454
107497098,1670,42136,252325
107497801,1954,42275,252584
107498503,1731,42266,252445
107499205,1723,42385,252423
107499907,1566,42432,252443
107500609,1769,42285,252567
107501310,1906,42187,252394
107502012,1769,42303,252065
107502715,1756,42327,252554
107503417,1704,42269,252239
107504119,1794,42445,252299
107504821,1787,42113,252274
107505523,1735,42451,252523
107506224,1745,42204,252680
107506926,1774,42369,252565
107507628,1726,42317,252511
107508330,1677,42313,252365
107509032,1710,41927,252309
107509735,1879,42171,252491
107510437,1658,42321,252597
107511139,1807,42294,252434
107511841,1605,42455,252555
107512543,1562,42326,252446
107513245,1875,42459,252442
107513947,1792,42303,252038
107514648,1643,42442,252419
107515350,1522,42177,252569
107516053,1515,42554,252523
107516755,1609,42485,252411
107517456,1497,42168,252635
107518159,1870,42460,252605
107518862,1734,42248,252367
107519563,1752,42649,252518
107520264,1787,42292,252560
107520967,1819,42290,252649
107521668,1729,42251,252505
107522369,1904,42279,252557
107523072,1883,42327,252597
107523775,1762,42174,252461
107524476,1683,42267,252564
107525179,1773,42201,252212
107525882,1801,42354,252608
107526583,1733,42334,252374
107527284,1910,42512,252680
107527987,1643,42123,252317
107528689,1848,42485,252555
107529391,1527,42366,252555
107530094,1754,42377,252676
107530796,1598,42343,252408
107531497,1762,42318,252317
107532200,1668,42440,252345
107532903,1638,42433,252511
107533604,1765,42206,252476
107534306,1855,42401,252588
107535009,1814,42393,252638
107535711,1810,42328,252386
107536412,1626,42441,252671
107537115,1800,42509,252520
107537818,1956,42218,252324
107538519,1601,42265,252275
107539220,1872,42436,252495
107539923,1897,42213,252597
107540624,1590,42463,252316
107541325,1828,42424,252488
107542028,1919,42215,252323
107542731,1743,42318,252621
107543432,1736,42384,252201
107544134,1698,42321,252614
107544837,1924,42144,252317
107545539,1684,42394,252594
107546240,1581,42491,252591
107546943,1737,42380,252419
107547645,1681,42229,252434
107548347,1715,42052,252776
107549049,1910,42216,252356
107549751,1897,42344,252659
107550453,1743,42165,252488
107551156,1714,42199,252367
107551858,1717,42417,252446
107552559,1708,42249,252449
107553261,1801,42086,252331
107553963,1638,42216,252338
107554664,1847,42430,252246
107555366,1635,42193,252555
107556069,1963,42193,252578
107556771,1834,42438,252435
107557472,1586,42328,252497
107558175,1802,42186,252577
107558878,1847,42267,252450
107559579,1840,42229,252559
107560280,1817,42317,252423
107560983,1748,42267,252411
107561684,1725,42348,252551
107562385,1640,42233,252497
107563088,1856,42285,252435
107563791,1645,42228,252399
107564492,1803,42276,252684
107565195,1854,42241,252676
107565898,1741,42273,252459
107566599,1755,42443,252510
107567300,1676,42285,252521
107568003,1798,42429,252605
107568706,1706,42438,252786
107569407,1632,42320,252470
107570110,1658,42215,252735
107570813,1797,42318,252289
107571514,1691,42207,252731
107572215,1770,42324,252327
107572917,1717,42192,252447
107573619,1758,42050,252457
107574321,1825,42327,252708
107575023,1769,42275,252294
107575725,1708,42289,252523
107576427,1704,42310,252419
107577130,1854,42165,252243
107577832,1638,42372,252225
107578533,1783,42215,252466
107579235,1820,42349,252273
107579937,1928,42154,252532
107580638,1752,42352,252531
107581340,2034,42454,252340
107582043,1896,42408,252559
107582745,1859,42322,252556
107583446,1987,42418,252585
107584149,1775,42481,252263
107584852,1860,42370,252374
107585553,1686,42312,252564
107586254,1809,42292,252545
107586957,1523,42092,252667
107587658,1967,42487,252271
107588359,1803,42573,252549
107589062,1736,42343,252269
107589765,1764,42130,252552
107590466,1850,42165,252378
107591168,1813,42366,252257
107591871,1755,42202,252750
107592573,1833,42477,252499
107593274,1728,42153,252425
107593976,1761,42322,252100
107594678,1912,42212,252317
107595380,1784,42357,252615
107596082,1968,42361,252431
107596784,1760,42131,252504
107597486,1792,42226,252149
107598189,1775,42184,252429
107598891,1581,42337,252282
107599592,1738,42366,252365
107600294,2014,42273,252621
107600996,1769,42374,252495
107601697,1938,42344,252361
107602399,2005,42310,252600
107603102,1709,42300,252140
107603804,1796,42347,252397
107604505,1712,42321,252402
107605208,1836,42244,252222
107605911,1587,42391,252475
107606612,1848,42405,252585
107607313,1927,42460,252574
107608016,1652,42350,252699
107608718,1868,42398,252304
107609419,1873,42535,252311
107610122,1883,42319,252147
107610825,1623,42176,252503
107611526,1788,42190,252479
107612227,1596,42298,252316
107612930,1598,42205,252321
107613631,1682,42440,252456
107614332,1727,42282,252549
107615035,1685,42424,252297
107615738,1814,42329,252345
107616439,1680,42442,252421
107617141,1787,42371,252496
107617844,1793,42339,252389
107618546,1801,42327,252640
107619247,1616,42323,252691
107619950,1783,42190,252453
107620652,1843,42215,252430
107621353,1687,42278,252588
107622055,1779,42311,252513
107622758,1605,42390,252369
107623460,1620,42359,252637
107624162,1689,42277,252723
107624864,1744,42575,252535
107625566,1847,42356,252606
107626268,1666,42467,252579
107626970,1823,42207,252612
107627671,1831,42440,252360
107628373,1763,42413,252399
107629075,1779,42233,252408
107629777,1942,42168,252459
107630479,1899,42162,252452
107631182,1796,42203,252579
107631884,1773,42481,252393
107632585,1728,42384,252632
107633287,1890,42286,252663
107633990,1809,42242,252641
107634691,1854,42401,252658
107635392,1780,42499,252489
107636094,1812,42312,252442
107636797,1710,42237,252582
107637499,1702,42261,252508
107638201,1672,42316,252407
107638903,1976,42225,252449
107639605,1884,42246,252543
107640306,1522,42253,252383
107641008,1805,42532,252402
107641711,1850,42245,252534
107642413,1604,42141,252548
107643115,1722,42428,252181
107643817,1731,42546,252452
107644519,1708,42394,252571
107645221,1713,42349,252627
107645923,1581,42276,252448
107646624,1523,42373,252691
107647326,1722,42256,252583
107648028,1861,42288,252596
107648730,1885,42397,252569
107649432,1861,42303,252353
107650135,1572,42480,252433
107650837,1634,42148,252339
107651538,1827,42044,252604
107652240,1492,42293,252322
107652943,1725,42219,252391
107653644,1820,42256,252619
107654346,1824,42174,252345
107655049,1844,42369,252216
107655751,1888,42330,252685
107656452,1553,42241,252079
107657155,1870,42418,252288
107657858,1836,42109,252248
107658559,1973,42478,252528
107659260,1739,42317,252429
107659963,1936,42453,252406
107660664,1821,42561,252438
107661365,1866,42444,252217
107662068,1802,42242,252535
107662771,1914,42384,252498
107663472,1599,42311,252479
107664174,1921,42597,252306
107664877,1654,42324,252509
107665579,1757,42188,252443
107666280,1801,42162,252372
107666982,1686,42392,252273
107667684,1784,42521,252502
107668386,1738,42319,252513
107669089,1799,42226,252246
107669791,1846,42206,252494
107670492,1404,42449,252142
107671195,1800,42236,252240
107671898,1877,42301,252470
107672599,1721,42533,252610
107673300,1578,42346,252405
107674003,1711,42288,252496
107674706,1800,42315,252662
107675407,1597,42329,252509
107676110,1724,42168,252516
107676813,1703,42272,252516
107677514,1639,42215,252657
107678215,1846,42397,252790
107678918,1827,42226,252200
107679620,1855,42289,252420
107680321,1564,42419,252646
107681023,1740,42534,252657
107681726,1653,42327,252181
107682428,1836,42279,252092
107683130,1655,42377,252486
107683832,1670,42409,252751
107684534,1928,42114,252572
107685236,1575,42566,252392
107685938,1824,42393,252299
107686639,1803,42270,252515
107687341,1758,42364,252243
107688043,1780,42320,252659
107688745,1899,42355,252333
107689447,1929,42042,252444
107690150,1884,42197,252399
107690852,1806,42233,252563
107691553,1830,42288,252639
107692255,1675,42282,252411
107692958,1918,42250,252421
107693659,1832,42143,252477
107694360,1775,42290,252666
107695063,1887,42256,252488
107695766,1982,42306,252600
107696467,1569,42333,252550
107697170,2005,42355,252692
107697873,1730,42353,252117
107698574,1805,42466,252399
107699275,1653,42342,252439
107699978,1917,42331,252545
107700679,1735,42303,252302
107701380,1792,42405,252532
107702083,1643,42337,252326
107702786,1594,42294,252407
107703487,1804,42238,252478
107704189,1722,42250,252371
107704892,1753,42352,252364
107705594,1632,42406,252214
107706295,1742,42248,252471
107706997,1879,42460,252366
107707699,1857,42427,252302
107708400,1876,42131,252588
107709102,1751,42402,252384
107709805,1660,42161,252516
107710507,1775,42518,252486
107711209,1752,42143,252443
107711911,1737,42280,252471
107712613,1935,42081,252195
107713315,1945,42325,252664
107714017,1701,42182,252102
107714719,1832,42498,252623
107715421,1602,42243,252410
107716124,1970,42335,252336
107716826,1718,42308,252353
107717527,1717,42292,252946
107718229,1491,42248,252829
107718931,1820,42271,252232
107719632,1818,42506,252258
107720334,1659,42301,252501
107721037,1823,42432,252503
107721739,1862,42069,252619
107722440,1720,42414,252503
107723143,1807,42261,252356
107723846,2004,42383,252498
107724547,1868,42336,252709
107725248,1708,42413,252302
107725951,1737,42188,252304
107726652,1749,42404,252273
107727353,1756,42473,252687
107728056,1791,42431,252303
107728759,2035,42268,252524
107729460,1745,42352,252423
107730162,1818,42305,252645
107730865,1721,42115,252726
107731567,1805,42220,252424
107732268,1884,42177,252489
107732971,1787,42234,252656
107733673,1668,42470,252728
107734374,1719,42449,252651
107735076,1689,42170,252716
107735779,1684,42369,252542
107736481,1954,42229,252515
107737183,1783,42220,252368
107737885,1722,42287,252428
107738587,1751,42253,252574
107739289,1825,42438,252981
107739991,1775,42176,252685
107740692,1793,42303,252246
107741394,1742,42486,252385
107742097,1545,42342,252488
107742799,1811,42374,252619
107743500,1926,42341,252207
107744203,1755,42432,252927
107744905,1774,42183,252654
107745606,1789,42490,252339
107746308,1959,42446,252273
107747011,1683,42413,252718
107747713,1872,42270,252390
107748414,1898,42499,252358
107749117,1789,42125,252544
107749820,1762,42339,252723
107750521,1854,42250,252536
107751222,1554,42320,252396
107751925,1679,42193,252573
107752626,1731,42376,252508
107753327,1877,42433,252734
107754030,1706,42138,252461
107754733,1847,42201,252613
107755434,1918,42423,252241
107756136,1911,42387,252264
107756839,1834,42241,252618
107757541,1832,42192,252651
107758242,1737,42441,252583
107758945,1656,42204,252478
107759647,1812,42354,252608
107760348,1593,42435,252358
107761050,1776,42235,252524
107761753,1806,42352,252586
107762454,1859,42346,252612
107763156,1776,42344,252708
107763859,1700,42237,252497
107764561,1712,42294,252709
107765262,1969,42337,252322
107765964,1823,42451,252790
107766666,1634,42333,252598
107767368,1899,42327,252583
107768071,1713,42385,252798
107768773,1746,42317,252722
107769474,1737,42258,252327
107770177,1882,42246,252572
107770879,1730,42261,252329
107771580,1815,42104,252559
107772282,1945,42345,252452
107772985,1803,42203,252443
107773686,1567,42351,252413
107774387,1620,42248,252358
107775089,1904,42318,252633
107775792,1616,42193,252522
107776494,1730,42325,252533
107777196,1818,42364,252160
107777898,1579,42212,252618
107778600,1805,42241,252650
107779301,1726,42080,252529
107780003,1672,42353,252216
107780706,1967,42495,252753
107781408,1783,42301,252491
107782110,1546,42167,252462
107782812,1479,42401,252480
107783514,1708,42275,252622
107784216,1797,42224,252492
107784918,1874,42195,252556
107785619,1716,42388,252357
107786321,1740,42404,252309
107787024,1697,42294,252581
107787726,1780,42345,252551
107788427,1740,42292,252501
107789130,1642,42258,252510
107789832,1578,42248,252311
107790533,1825,42320,252456
107791235,1677,42279,252712
107791938,1830,42162,252393
107792639,1609,42440,252653
107793340,1908,42303,252386
107794043,1778,42293,252398
107794746,1946,42153,252344
107795447,1747,42032,252503
107796150,1666,42296,252556
107796853,1720,42417,252561
107797554,1619,42319,252473
107798255,1809,42246,252534
107798958,1701,42267,252310
107799660,1833,42343,252404
107800361,1661,42445,252619
107801063,1618,42121,252559
107801766,1623,41897,252703
107802468,1931,42257,252507
107803170,1895,42288,252491
107803872,1812,42309,252632
107804574,1729,42068,252763
107805276,1683,42446,252461
107805978,1647,42359,252632
107806679,1776,42354,252492
107807381,1657,42394,252519
107808083,1978,42379,252515
107808785,1776,42280,252594
107809487,1811,42364,252582
107810190,1544,42458,252452
107810892,1911,42475,252522
107811593,1524,42296,252506
107812295,1482,42261,252488
107812998,1683,42428,252545
107813699,1945,42355,252484
107814400,1730,42365,252447
107815103,1776,42311,252117
107815806,1903,42418,252780
107816507,1915,42189,252462
107817210,1715,42170,252889
107817913,1902,42402,252385
107818614,1649,42342,252698
107819315,1746,42246,252600
107820018,1680,42262,252320
107820721,1800,42305,252311
107821422,1764,42384,252344
107822124,1713,42209,252362
107822827,1698,42390,252840
107823528,1667,42186,252641
107824229,1845,42313,252594
107824932,1753,42271,252542
107825634,1920,42215,252539
107826335,1806,42448,252792
107827037,1870,42507,252429
107827740,1827,42433,252480
107828442,1656,42359,252669
107829144,1663,42346,252543
107829846,1796,42447,252525
107830548,1670,42339,252317
107831250,1926,42380,252411
107831952,1709,42385,252572
107832653,1897,42303,252721
107833355,1797,42392,252516
107834057,1823,42165,252753
107834759,1837,42351,252531
107835461,1725,42188,252471
107836164,1921,42316,252236
107836866,1556,42321,252843
107837567,1863,42360,252562
107838269,1748,42189,252407
107838972,1796,42424,252370
107839673,1719,42382,252330
107840374,1958,42455,252208
107841077,1836,42422,252657
107841780,1735,42383,252380
107842481,1565,42350,252453
107843184,1924,42227,252228
107843887,1873,42318,252577
107844588,1746,42277,252474
107845289,1649,42355,252822
107845992,1651,42099,252370
107846694,1818,42338,252403
107847395,1634,42404,252338
107848098,1814,42272,252430
107848800,1890,42427,252476
107849501,1665,42254,252682
107850204,1806,42235,252428
107850907,1793,42298,252517
107851608,1748,42346,252460
107852309,1467,42296,252699
107853012,1617,42315,252490
107853715,1714,42274,252576
107854416,1830,42510,252465
107855119,1506,42130,252450
107855822,1734,42138,252683
107856523,1770,42486,252434
107857224,1860,42472,252348
107857927,1802,42073,252441
107858629,1887,42429,252581
107859330,1924,42247,252335
107860032,1748,42487,252473
107860735,1720,42153,252577
107861437,1473,42259,252587
107862139,1873,42278,252508
107862841,1651,42192,252527
107863543,1797,42411,252493
107864244,1690,42365,252360
107864946,1727,42426,252384
107865648,1869,42291,252789
107866350,1794,42321,252275
107867052,1788,42339,252474
107867754,1718,42339,252486
107868456,1796,42324,252480
107869159,1828,42359,252531
107869861,1626,42492,252439
107870562,1775,42460,252564
107871264,1804,42172,252466
107871967,1634,42235,252505
107872668,1803,42373,252404
107873370,1733,42368,252441
107874073,1629,42238,252328
107874775,1801,42217,252469
107875476,1910,42475,252161
107876179,1788,42351,252538
107876882,1721,42455,252663
107877583,1867,42441,252656
107878284,1806,42265,252261
107878987,1645,42191,252648
107879688,1850,42228,252412
107880390,1774,42265,252452
107881093,1778,42328,252248
107881795,1855,42091,252507
107882496,1989,42292,252435
107883199,1880,42115,252333
107883902,1849,42149,252585
107884603,1735,42343,252334
107885304,1860,42194,252622
107886007,1784,42378,252383
107886710,1785,42395,252421
107887411,1827,42374,252533
107888114,1796,42259,252414
107888817,1747,42174,252613
107889518,1794,42462,252595
107890219,1681,42278,252462
107890922,1760,42178,252604
107891624,1930,42319,252385
107892325,1798,42195,252853
107893028,1812,42490,252639
107893731,1778,42607,252326
107894432,1998,42437,252590
107895134,1716,42360,252504
107895837,1640,42423,252436
107896539,1875,42395,252454
107897240,1739,42379,252404
107897942,1734,42121,252829
107898644,1800,42355,252290
107899346,1747,42181,252104
107900048,1802,42342,252775
107900750,1753,42331,252564
107901452,1582,42280,252458
107902155,1780,42354,252570
107902857,1757,42241,252655
107903558,1851,42278,252497
107904260,1766,42035,252388
107904963,1457,42244,252632
107905664,1779,42460,252249
107906365,1859,42282,252347
107907068,1870,42288,252481
107907771,1753,42296,252568
107908472,1886,42321,252483
107909175,1548,42482,252483
107909878,1751,42350,252505
107910579,1832,42257,252480
107911280,1721,42170,252703
107911983,1629,42348,252388
107912685,1553,42229,252415
107913386,1560,42292,252313
107914089,1926,42167,252358
107914792,1851,42302,252419
107915493,1707,42298,252335
107916195,2023,42418,252492
107916898,1689,42353,252415
107917600,1766,42170,252582
107918301,1803,42198,252285
107919004,1837,42454,252345
107919707,1487,42389,252068
107920408,1795,42418,252235
107921110,1793,42297,252267
107921813,1708,42296,252381
107922515,1627,42294,252363
107923217,1779,42503,252424
107923919,1815,42418,252538
107924620,1713,42557,252370
107925322,1956,42265,252442
107926025,1551,42411,252695
107926727,1679,42305,252470
107927428,1707,42341,252563
107928131,1555,42396,252290
107928834,1717,42382,252446
107929535,1805,42291,252433
107930236,1878,42313,252445
107930939,1857,42327,252726
107931640,1846,42350,252453
107932341,1692,42471,252699
107933044,1842,42193,252459
107933747,1685,42287,252451
107934448,1813,42406,252565
107935150,1769,42365,252531
107935853,1614,42399,252537
107936555,1461,42432,252301
107937256,1753,42224,252484
107937958,1632,42370,252681
107938660,1837,42445,252732
107939361,1653,42416,252711
107940063,1833,42485,252524
107940766,1764,42235,252461
107941468,1936,42127,252415
107942170,1766,42278,252471
107942872,1716,42453,252636
107943574,1764,42353,252627
107944276,1863,42363,252457
107944978,1644,42397,252587
107945679,1684,42211,252529
107946381,1886,42334,252693
107947083,1644,42068,252629
107947785,1723,42417,252360
107948487,1875,42157,252439
107949190,1818,42273,252752
107949892,1740,42347,252417
107950593,1719,42328,252483
107951295,1716,42165,252443
107951998,1911,42192,252132
107952699,1662,42374,252545
107953400,1807,42352,252357
107954103,1734,42363,252480
107954806,1861,42159,252109
107955507,1606,42444,252574
107956210,1803,42229,252117
107956913,1803,42388,252343
107957614,1793,42334,252617
107958315,1855,42190,252439
107959018,1578,42379,252270
107959721,1897,42310,252487
107960422,2004,42285,252486
107961124,1721,42449,252616
107961827,1812,42404,252426
107962528,1918,42221,252252
107963229,1789,42190,252256
107963932,1828,42355,252259
107964634,1856,42347,252527
107965335,1735,42270,252555
107966037,1680,42168,252662
107966740,1683,42414,252268
107967442,1733,42216,252252
107968144,1645,42214,252651
107968846,1688,42390,252718
107969548,1662,42221,252542
107970250,1830,42472,252507
107970952,2114,42482,252482
107971653,1899,42260,252614
107972355,1901,42290,252469
107973057,1810,42433,252587
107973759,1768,42375,252440
107974461,1780,42357,252245
107975164,1803,42212,252491
107975866,1731,42303,252691
107976567,1820,42474,252649
107977269,1907,42314,252415
107977972,1687,42163,252463
107978673,1761,42267,252115
107979374,1713,42238,252210
107980077,1672,42375,252551
107980780,2057,42274,252483
107981481,1856,42218,252560
107982184,1749,42283,252355
107982887,1983,42382,252390
107983588,1859,42504,252408
107984289,1871,42359,252448
107984992,1531,42348,252616
107985693,1781,42331,252327
107986395,1721,42242,252582
107987098,1706,42193,252016
107987800,1693,42271,252637
107988501,1852,42170,252621
107989204,1849,42417,252340
107989907,1696,42196,252365
107990608,1760,42523,252475
107991309,1861,42206,252176
107992012,1672,42057,252779
107992715,1575,42163,252419
107993416,1878,42386,252441
107994119,1772,42220,252415
107994822,1926,42548,252395
107995523,1930,42302,252381
107996224,1650,42378,252577
107996927,1776,42380,252390
107997629,1631,42291,252586
107998330,1693,42487,252474
107999032,1853,42478,252447
107999735,1938,42267,252561
108000437,1667,42369,252377
108001139,1627,42244,252469
108001841,1531,42216,252452
108002543,1839,42202,252497
108003244,1832,42342,252226
108003946,1684,42090,252414
108004648,1657,42538,252281
108005350,1833,42434,252546
108006052,1811,42152,252542
108006754,1762,42125,252372
108007456,1629,42236,252738
108008159,1742,42159,252599
108008862,1922,42409,252353
108009563,1860,42295,252437
108010264,1655,42353,252290
108010967,1589,42225,252297
108011668,1701,42283,252411
108012369,1845,42340,252422
108013072,1728,42188,252417
108013775,1752,42191,252403
108014476,1726,42240,252655
108015178,1848,42368,252484
108015880,1736,42143,252506
108016582,1797,42398,252400
108017284,1784,42094,252557
108017986,1652,42251,252609
108018687,1852,42257,252531
108019389,1708,42311,252288
108020091,1773,42383,252368
108020793,1782,42065,252677
108021495,1833,42158,252161
108022198,1640,42106,252425
108022901,1803,42192,252506
108023602,1784,42278,252295
108024303,1810,42261,252496
108025006,1810,42303,252459
108025709,1600,42375,252448
108026410,1912,42255,252569
108027113,1791,42044,252498
108027816,1778,42370,252305
108028517,1756,42354,252736
108029218,1960,42437,252348
108029921,1732,42225,252664
108030623,1818,42349,252705
108031324,1819,42205,252439
108032026,1656,42441,252558
108032728,1888,42420,252508
108033430,1937,42284,252458
108034133,1752,42387,252507
108034835,1707,42274,252478
108035536,1756,42111,252336
108036238,1813,42231,252664
108036941,1667,42402,252392
108037642,1743,42400,252795
108038343,1679,42215,252420
108039046,1668,42221,252390
108039749,1859,42367,252554
108040450,1671,42159,252597
108041152,1940,42355,252347
108041855,1728,42225,252473
108042557,1743,42323,252416
108043258,1793,42292,252376
108043960,1766,42306,252712
108044662,1743,42291,252417
108045364,1877,42191,252214
108046066,1728,42429,252440
108046768,1634,42292,252407
108047470,1666,42410,252410
108048173,1652,42312,252392
108048876,1683,42095,252449
108049577,1902,42459,252282
108050278,1874,42378,252685
108050981,1631,42186,252472
108051682,1968,42262,252443
108052384,1735,42235,252604
108053086,1990,42259,252330
108053788,1735,42377,252632
108054489,1712,42358,252563
108055192,1836,42278,252379
108055895,1496,42302,252504
108056596,1981,42223,252471
108057297,1755,42170,252334
108058000,1659,42354,252355
108058701,1706,42318,252618
108059402,1798,42191,252352
108060105,1826,42356,252657
108060808,1886,42146,252306
108061509,1866,42189,252672
108062210,1631,42355,252480
108062913,1694,42300,252459
108063615,1855,42194,252600
108064316,1865,42372,252309
108065018,1771,42270,252605
108065720,1712,42179,252525
108066422,1747,42384,252409
108067125,1809,42340,252756
108067827,1859,42353,252637
108068528,1763,42379,252528
108069230,1825,42307,252307
108069933,1638,42383,252489
108070634,1622,42639,252633
108071335,1672,42277,252523
108072038,1730,42424,252494
108072741,1924,42393,252458
108073442,1908,42259,252545
108074144,1620,42382,252411
108074847,1942,42430,252657
108075549,1765,42275,252610
108076250,1788,42480,252650
108076952,1509,42390,252533
108077654,1862,42202,252740
108078356,1598,42405,252525
108079058,1691,42264,252551
108079760,1600,42311,252554
108080462,1735,42396,252407
108081165,1749,42336,252343
108081868,1851,42193,252608
108082569,1735,42221,252522
108083270,1739,42297,252536
108083973,1886,42274,252729
108084674,1863,42355,252567
108085375,1773,42303,252527
108086078,1779,42386,252684
108086781,1762,42208,252599
108087482,1835,42276,252461
108088184,1708,42510,252569
108088886,1695,42146,252606
108089588,1884,42405,252370
108090290,1472,42400,252404
108090992,1715,42415,252597
108091693,1814,42296,252632
108092395,1730,42329,252600
108093098,1830,42294,252543
108093800,1527,42386,252470
108094501,1726,42212,252475
108095204,1839,42463,252669
108095907,1667,42162,252469
108096608,1695,42370,252519
108097309,1684,42316,252586
108098012,1666,42021,252470
108098715,1848,42243,252655
108099416,1724,42270,252331
108100118,1808,42226,252713
108100821,2005,42420,252642
108101523,1665,42172,252525
108102224,1820,42413,252628
108102926,1595,42316,252366
108103628,2059,42261,252349
108104330,1634,42388,252586
108105032,1624,42329,252582
108105734,1823,42368,252626
108106435,1898,42379,252438
108107138,1676,42449,252451
108107841,1739,42224,252432
108108542,1734,42571,252601
108109243,1671,42476,252426
108109946,1728,42390,252690
108110647,2044,42343,252282
108111348,1769,42272,252564
108112051,2000,42440,252429
108112754,1934,42440,252315
108113455,1762,42262,252563
108114157,1820,42202,252264
108114859,1904,42391,252551
108115561,1728,42259,252606
108116263,2000,42565,252333
108116965,1921,42409,252386
108117666,1839,42454,252523
108118368,1936,42320,252485
108119071,1546,42284,252349
108119773,1670,42463,252499
108120474,1922,42256,252712
108121177,1893,42443,252369
108121880,1928,42211,252589
108122581,1886,42323,252542
108123282,1727,42102,252467
108123985,1827,42263,252291
108124687,1828,42344,252515
108125388,1640,42422,252671
108126090,1732,42147,252493
108126792,1802,42463,252472
108127494,1711,42271,252435
108128197,1730,42446,252520
108128899,1834,42313,252404
108129600,1839,42323,252490
108130302,1580,42232,252378
108131005,1665,42165,252399
108131707,1674,42175,252731
108132408,1537,42167,252584
108133111,1729,42224,252448
108133814,1546,42287,252595
108134515,1986,42000,252422
108135216,1706,42122,252564
108135918,1770,42241,252512
108136620,1931,42356,252338
108137321,1913,42174,252457
108138023,1663,42458,252615
108138726,1711,42423,252336
108139428,1576,42410,252645
108140130,1885,42321,252450
108140833,1894,42384,252686
108141535,1693,42330,252518
108142236,1748,42319,252437
108142938,1900,42399,252640
108143640,1675,42371,252559
108144341,1649,42306,252410
108145043,1776,42362,251977
108145746,1784,42279,252207
108146448,2064,42147,252456
108147150,1630,42229,252413
108147852,1944,42384,252554
108148554,1627,42409,252591
108149255,1782,42382,252346
108149957,1995,42287,252571
108150659,1665,42109,252352
108151361,1652,42169,252421
108152063,1581,42212,252758
108152765,1592,42208,252714
108153467,1640,42134,252478
108154169,1962,42244,252270
108154871,1723,42213,252664
108155573,1773,42231,252533
108156275,1819,42425,252394
108156977,1822,42551,252290
108157679,1824,42363,252505
108158381,1698,42469,252306
108159083,1919,42346,252352
108159786,1785,42409,252376
108160488,1942,42362,252549
108161190,1629,42115,252367
108161892,1786,42402,252413
108162594,1815,42296,252633
108163296,1762,42410,252462
108163998,1736,42135,252613
108164699,1938,42328,252613
108165401,1816,42309,252459
108166103,1715,42408,252635
108166805,1751,42260,252639
108167507,1665,42449,252177
108168210,1779,42249,252396
108168912,1778,42126,252555
108169613,1975,42580,252766
108170315,1859,42519,252451
108171017,1749,42280,252458
108171719,1751,42170,252428
108172421,1761,42455,252480
108173124,1694,42387,252468
108173826,1769,42310,252656
108174527,1630,42441,252438
108175229,1731,42332,252352
108175932,1606,42395,252472
108176633,1806,42226,252223
108177334,1802,42246,252575
108178037,1754,42230,252775
108178740,1857,42222,252564
108179441,1835,42210,252538
108180144,1790,42294,252186
108180847,1860,42332,252384
108181548,1994,42380,252240
108182249,1842,42353,252688
108182952,1672,42342,252491
108183654,1710,42279,252362
108184355,1904,42442,252528
108185058,1739,42467,252163
108185761,2063,42227,252372
108186462,1766,42190,252488
108187164,1731,42180,252477
108187867,1770,42192,252396
108188569,1777,42273,252347
108189270,1801,42311,252324
108189972,1716,42252,252563
108190674,1674,42345,252645
108191376,1713,42273,252369
108192078,1739,42198,252347
108192780,1785,42401,252449
108193482,1722,42384,252426
108194185,1849,42247,252395
108194887,1785,42413,252563
108195588,1735,42288,252279
108196290,1884,42333,252432
108196993,1805,42463,252336
108197694,1675,42325,252460
108198395,1732,42447,252360
108199098,1850,42310,252545
108199801,1697,42248,252349
